1 December 2021,Bus,7.50
 
1 December 2021,Food (grease) ,46
 
2 December 2021,Bus ,10
 
3 December 2021,Bus,10
 
4 December 2021,Bus ,2.50
 
4 December 2021,Food ,27
 
4 December 2021,Drink ,18.90
 
8 December 2021,Bus,10
 
8 December 2021,Doctor ,65
 
11 December,Bread ,3
 
12 December 2021,Ice cream ,7
 
13 December 2021,Hair ,20
 
13 December 2021,Supermarket ,53.86
 
14 December 2021,Bus D ,5
 
15 December 2021,Bus ,10
 
15 December 2021,Food ,9
 
15 December 2021,Bus,10
 
16 December 2021,Bus,10
 
17 December 2021,Bus,10
 
17 December 2021,Drink ,4
 
17 December 2021,Snack ,3.80
 
18 December 2021,Bus ,10
 
18 December 2021,Drink ,3.15
 
18 December 2021,Breakfast ,15.40
 
18 December 2021,Supermarket ,16.60
 
20 December 2021,Bus,10
 
20 December 2021,Case ,40
 
20 December 2021,Screen Protector ,30
 
20 December 2021,Staff event ,20
 
20 December 2021,Supermarket , 30.30
 
21 December 2021,Bus,10
 
21 December 2021,Supermarket ,12.10
 
22 December 2021,Bus ,10
 
22 December 2021,Foil ,17.85
 
23 December 2021,Bus ,10
 
23 December 2021,Peardrax ,19.05
 
24 December 2021,Bus ,10
 
24 December 2021,Cydrax ,19.05
 
24 December 2021,Breakfast ,13.50
 
28 December 2021,Wine ,23.90
 
28 December 2021,Breakfast ,5.75
 
28 December 2021,Lunch ,10 n
 
28 December 2021,Drink ,4
 
28 December 2021,bus,10
 
28 December 2021,Other ,8.65
 
29 December 2021,Bus ,10
 
29 December 2021,Hair ,5
 
29 December 2021,Snack ,3.80
 
30 December 2021,Bus ,10
 
30 December 2021,Supermarket ,23.30
 
31 December 2021,Bus ,10
 
31 December 2021,Drinks ,9.95
 
31 December 2021,Water,3.95
 
